entry,date,places,coordinates,lat,lon
jqadiaries-v33-1825-03-08,1825-03-08,Ohio,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
jqadiaries-v33-1825-03-08,1825-03-08,New-Hampshire,"(43.4849133, -71.6553992)",43.4849133,-71.6553992
jqadiaries-v33-1825-03-08,1825-03-08,Hendricks,"(44.507186, -96.424213)",44.507186,-96.424213
jqadiaries-v33-1825-03-08,1825-03-08,Indiana,"(40.3270127, -86.1746933)",40.3270127,-86.1746933
jqadiaries-v33-1825-03-08,1825-03-08,St. Louis,"(38.6529545, -90.24111656024635)",38.6529545,-90.24111656024635
jqadiaries-v33-1825-03-08,1825-03-08,Missouri,"(38.7604815, -92.5617875)",38.7604815,-92.5617875
jqadiaries-v33-1825-03-08,1825-03-08,Illinois,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
jqadiaries-v33-1825-03-08,1825-03-08,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v33-1825-03-08,1825-03-08,Connecticut,"(41.6500201, -72.7342163)",41.6500201,-72.7342163
jqadiaries-v33-1825-03-08,1825-03-08,Kentucky,"(37.5726028, -85.1551411)",37.5726028,-85.1551411
jqadiaries-v33-1825-03-08,1825-03-08,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v33-1825-03-08,1825-03-08,Tennessee,"(35.7730076, -86.2820081)",35.7730076,-86.2820081
jqadiaries-v33-1825-03-08,1825-03-08,Alexandria,"(38.8051095, -77.0470229)",38.8051095,-77.0470229
jqadiaries-v33-1825-03-08,1825-03-08,Lanark,"(55.6736271, -3.7780361)",55.6736271,-3.7780361
jqadiaries-v33-1825-03-08,1825-03-08,Missouri,"(38.7604815, -92.5617875)",38.7604815,-92.5617875
jqadiaries-v33-1825-03-08,1825-03-08,Maryland,"(39.5162234, -76.9382069)",39.5162234,-76.9382069
jqadiaries-v33-1825-03-08,1825-03-08,Vermont,"(44.5990718, -72.5002608)",44.5990718,-72.5002608
jqadiaries-v33-1825-03-08,1825-03-08,Russia,"(64.6863136, 97.7453061)",64.6863136,97.7453061
jqadiaries-v33-1825-03-08,1825-03-08,Hartford,"(41.7655582, -72.69061276146614)",41.7655582,-72.69061276146614
jqadiaries-v33-1825-03-08,1825-03-08,Georgetown,"(6.8137426, -58.1624465)",6.8137426,-58.1624465
jqadiaries-v33-1825-03-08,1825-03-08,Henderson,"(32.182598, -95.7893178)",32.182598,-95.7893178
jqadiaries-v33-1825-03-09,1825-03-09,South-Carolina,"(33.6874388, -80.4363743)",33.6874388,-80.4363743
jqadiaries-v33-1825-03-09,1825-03-09,Norfolk,"(52.666667, 1.0)",52.666667,1.0
jqadiaries-v33-1825-03-09,1825-03-09,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v33-1825-03-09,1825-03-09,D. Brent,"(51.5631246, -0.2793389)",51.5631246,-0.2793389
jqadiaries-v33-1825-03-09,1825-03-09,Alabama,"(33.2588817, -86.8295337)",33.2588817,-86.8295337
jqadiaries-v33-1825-03-09,1825-03-09,Maine,"(45.709097, -68.8590201)",45.709097,-68.8590201
jqadiaries-v33-1825-03-09,1825-03-09,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v33-1825-03-09,1825-03-09,Arkansas,"(35.2048883, -92.4479108)",35.2048883,-92.4479108
jqadiaries-v33-1825-03-10,1825-03-10,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v33-1825-03-10,1825-03-10,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
jqadiaries-v33-1825-03-10,1825-03-10,the Republic of Colombia,"(2.8894434, -73.783892)",2.8894434,-73.783892
jqadiaries-v33-1825-03-10,1825-03-10,Colombia,"(2.8894434, -73.783892)",2.8894434,-73.783892
jqadiaries-v33-1825-03-10,1825-03-10,the Creek Indians,"(18.33183555, -64.62883927087358)",18.33183555,-64.62883927087358
jqadiaries-v49-1825-08-01,1825-08-01,Moab,"(38.5738096, -109.5462146)",38.5738096,-109.5462146
jqadiaries-v49-1825-08-01,1825-08-01,Netherlands,"(52.5001698, 5.7480821)",52.5001698,5.7480821
jqadiaries-v49-1825-08-01,1825-08-01,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v49-1825-08-01,1825-08-01,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v49-1825-08-01,1825-08-01,Michigan,"(43.6211955, -84.6824346)",43.6211955,-84.6824346
jqadiaries-v49-1825-08-01,1825-08-01,Vermont,"(44.5990718, -72.5002608)",44.5990718,-72.5002608
jqadiaries-v49-1825-08-01,1825-08-01,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v49-1825-08-01,1825-08-01,Missouri,"(38.7604815, -92.5617875)",38.7604815,-92.5617875
jqadiaries-v49-1825-08-02,1825-08-02,Eagles,"(54.915911, -7.2864698)",54.915911,-7.2864698
jqadiaries-v49-1825-08-02,1825-08-02,Degrand,"(51.2504389, 5.1338043)",51.2504389,5.1338043
jqadiaries-v49-1825-08-02,1825-08-02,Downes,"(50.9700695, -4.1775012)",50.9700695,-4.1775012
jqadiaries-v49-1825-08-02,1825-08-02,Johnston,"(41.6731523, -93.6973395)",41.6731523,-93.6973395
jqadiaries-v49-1825-08-02,1825-08-02,Morris,"(33.0738633, -94.7392197)",33.0738633,-94.7392197
jqadiaries-v49-1825-08-02,1825-08-02,Read,"(53.808971650000004, -2.3658204062202675)",53.808971650000004,-2.3658204062202675
jqadiaries-v49-1825-08-02,1825-08-02,Redd,"(36.8478308, -90.0606514)",36.8478308,-90.0606514
jqadiaries-v49-1825-08-02,1825-08-02,Thompson,"(55.743347, -97.863464)",55.743347,-97.863464
jqadiaries-v49-1825-08-02,1825-08-02,Tingey,"(42.0465911, -111.9591195)",42.0465911,-111.9591195
jqadiaries-v49-1825-08-03,1825-08-03,D. Brent,"(51.5631246, -0.2793389)",51.5631246,-0.2793389
jqadiaries-v49-1825-08-03,1825-08-03,Degrand,"(51.2504389, 5.1338043)",51.2504389,5.1338043
jqadiaries-v49-1825-08-04,1825-08-04,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v49-1825-08-04,1825-08-04,the State of New-York,"(40.861636, -72.515976)",40.861636,-72.515976
jqadiaries-v49-1825-08-04,1825-08-04,Woodlawn,"(38.3300497, -89.0325693)",38.3300497,-89.0325693
jqadiaries-v49-1825-08-05,1825-08-05,Russia,"(64.6863136, 97.7453061)",64.6863136,97.7453061
jqadiaries-v49-1825-08-05,1825-08-05,Northampton,"(52.23433665, -0.9028072768185829)",52.23433665,-0.9028072768185829
jqadiaries-v49-1825-08-05,1825-08-05,Massachusetts,"(42.3788774, -72.032366)",42.3788774,-72.032366
jqadiaries-v49-1825-08-05,1825-08-05,West Point,"(33.6076186, -88.6503255)",33.6076186,-88.6503255
jqadiaries-v49-1825-08-05,1825-08-05,Thornton,"(39.8695516, -104.985181)",39.8695516,-104.985181
jqadiaries-v49-1825-08-05,1825-08-05,Houston,"(29.7589382, -95.3676974)",29.7589382,-95.3676974
jqadiaries-v49-1825-08-05,1825-08-05,Florida,"(27.7567667, -81.4639835)",27.7567667,-81.4639835
jqadiaries-v49-1825-08-05,1825-08-05,the City of New-Orleans,"(29.9499323, -90.0701156)",29.9499323,-90.0701156
jqadiaries-v49-1825-08-05,1825-08-05,Zanesville,"(39.9403453, -82.0131924)",39.9403453,-82.0131924
jqadiaries-v49-1825-08-05,1825-08-05,Ohio,"(40.2253569, -82.6881395)",40.2253569,-82.6881395
jqadiaries-v49-1825-08-05,1825-08-05,Kaskaskia,"(37.921298449999995, -89.9163078210783)",37.921298449999995,-89.9163078210783
jqadiaries-v49-1825-08-05,1825-08-05,Illinois,"(40.0796606, -89.4337288)",40.0796606,-89.4337288
jqadiaries-v49-1825-08-05,1825-08-05,North-Carolina,"(35.6729639, -79.0392919)",35.6729639,-79.0392919
jqadiaries-v49-1825-08-05,1825-08-05,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v49-1825-08-05,1825-08-05,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v49-1825-08-05,1825-08-05,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v49-1825-08-05,1825-08-05,Maine,"(45.709097, -68.8590201)",45.709097,-68.8590201
jqadiaries-v49-1825-08-05,1825-08-05,Swanton,"(44.918139, -73.124313)",44.918139,-73.124313
jqadiaries-v49-1825-08-05,1825-08-05,Maine,"(45.709097, -68.8590201)",45.709097,-68.8590201
jqadiaries-v49-1825-08-05,1825-08-05,Parris,"(32.3374888, -80.69294621608819)",32.3374888,-80.69294621608819
jqadiaries-v49-1825-08-05,1825-08-05,Parris,"(32.3374888, -80.69294621608819)",32.3374888,-80.69294621608819
jqadiaries-v49-1825-08-05,1825-08-05,Biddle,"(34.7195367, -92.2593161)",34.7195367,-92.2593161
jqadiaries-v49-1825-08-06,1825-08-06,Lebanon,"(33.8750629, 35.843409)",33.8750629,35.843409
jqadiaries-v49-1825-08-06,1825-08-06,the State of Ohio,"(41.925038, -80.5511918)",41.925038,-80.5511918
jqadiaries-v49-1825-08-06,1825-08-06,Sunset,"(25.7040213, -80.35225366277555)",25.7040213,-80.35225366277555
jqadiaries-v49-1825-08-07,1825-08-07,Hortensia,"(-31.3846952, -64.1402594)",-31.3846952,-64.1402594
jqadiaries-v49-1825-08-07,1825-08-07,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v49-1825-08-07,1825-08-07,Washington,"(38.8949924, -77.0365581)",38.8949924,-77.0365581
jqadiaries-v49-1825-08-07,1825-08-07,Arkansas,"(35.2048883, -92.4479108)",35.2048883,-92.4479108
jqadiaries-v49-1825-08-07,1825-08-07,Batesville,"(35.769799, -91.6409722)",35.769799,-91.6409722
jqadiaries-v49-1825-08-07,1825-08-07,Aldie,"(38.97660885, -77.64532759300396)",38.97660885,-77.64532759300396
jqadiaries-v49-1825-08-07,1825-08-07,Washington,"(38.8949924, -77.0365581)",38.8949924,-77.0365581
jqadiaries-v49-1825-08-08,1825-08-08,Leesburg,"(28.810823, -81.8778582)",28.810823,-81.8778582
jqadiaries-v49-1825-08-09,1825-08-09,Leesburg,"(28.810823, -81.8778582)",28.810823,-81.8778582
jqadiaries-v49-1825-08-09,1825-08-09,Leesburg,"(28.810823, -81.8778582)",28.810823,-81.8778582
jqadiaries-v49-1825-08-09,1825-08-09,Sunset,"(25.7040213, -80.35225366277555)",25.7040213,-80.35225366277555
jqadiaries-v49-1825-08-09,1825-08-09,Leesburg,"(28.810823, -81.8778582)",28.810823,-81.8778582
jqadiaries-v49-1825-08-09,1825-08-09,Leesburg,"(28.810823, -81.8778582)",28.810823,-81.8778582
jqadiaries-v49-1825-08-09,1825-08-09,Leesburg,"(28.810823, -81.8778582)",28.810823,-81.8778582
jqadiaries-v49-1825-08-09,1825-08-09,Alexandria,"(38.8051095, -77.0470229)",38.8051095,-77.0470229
jqadiaries-v49-1825-08-10,1825-08-10,Oak-hill,"(39.24656375, -97.34284800780038)",39.24656375,-97.34284800780038
jqadiaries-v49-1825-08-10,1825-08-10,Turnpike,"(13.1223473, -59.5417952)",13.1223473,-59.5417952
jqadiaries-v49-1825-08-10,1825-08-10,Georgetown,"(6.8137426, -58.1624465)",6.8137426,-58.1624465
jqadiaries-v49-1825-08-11,1825-08-11,Loudoun,"(52.44573805, 0.7546295810335297)",52.44573805,0.7546295810335297
jqadiaries-v49-1825-08-11,1825-08-11,Alexandria,"(38.8051095, -77.0470229)",38.8051095,-77.0470229
jqadiaries-v49-1825-08-11,1825-08-11,West-Point,"(33.6076186, -88.6503255)",33.6076186,-88.6503255
jqadiaries-v49-1825-08-11,1825-08-11,Kentucky,"(37.5726028, -85.1551411)",37.5726028,-85.1551411
jqadiaries-v49-1825-08-11,1825-08-11,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v49-1825-08-11,1825-08-11,Oakhill,"(44.39504135, -64.49457552462782)",44.39504135,-64.49457552462782
jqadiaries-v49-1825-08-11,1825-08-11,Leesburg,"(28.810823, -81.8778582)",28.810823,-81.8778582
jqadiaries-v49-1825-08-12,1825-08-12,Letter,"(52.3988977, 9.6401777)",52.3988977,9.6401777
jqadiaries-v49-1825-08-12,1825-08-12,the State of Maine,"(46.2113036, -69.1706306)",46.2113036,-69.1706306
jqadiaries-v49-1825-08-12,1825-08-12,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v49-1825-08-12,1825-08-12,Mississippi,"(32.9715285, -89.7348497)",32.9715285,-89.7348497
jqadiaries-v49-1825-08-12,1825-08-12,Louisiana,"(30.8703881, -92.007126)",30.8703881,-92.007126
jqadiaries-v49-1825-08-13,1825-08-13,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v49-1825-08-13,1825-08-13,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v49-1825-08-13,1825-08-13,Leesburg,"(28.810823, -81.8778582)",28.810823,-81.8778582
jqadiaries-v49-1825-08-13,1825-08-13,Session,"(19.1977641, -72.6228518)",19.1977641,-72.6228518
jqadiaries-v49-1825-08-13,1825-08-13,the Pacific Ocean,"(-0.703107, -120.9375)",-0.703107,-120.9375
jqadiaries-v49-1825-08-14,1825-08-14,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v49-1825-08-14,1825-08-14,the Creek Indians,"(18.33183555, -64.62883927087358)",18.33183555,-64.62883927087358
jqadiaries-v49-1825-08-16,1825-08-16,Vaughan,"(43.7941544, -79.5268023)",43.7941544,-79.5268023
jqadiaries-v49-1825-08-16,1825-08-16,Browne,"(6.2970963, -10.3776547)",6.2970963,-10.3776547
jqadiaries-v49-1825-08-16,1825-08-16,South,"(36.638392, 127.6961188)",36.638392,127.6961188
jqadiaries-v49-1825-08-17,1825-08-17,Fahrenheit,"(52.1620984, 9.9647674)",52.1620984,9.9647674
jqadiaries-v49-1825-08-17,1825-08-17,Rockville,"(39.0817985, -77.1516844)",39.0817985,-77.1516844
jqadiaries-v49-1825-08-17,1825-08-17,Hortensia,"(-31.3846952, -64.1402594)",-31.3846952,-64.1402594
jqadiaries-v49-1825-08-17,1825-08-17,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v49-1825-08-17,1825-08-17,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v49-1825-08-17,1825-08-17,Sweden,"(59.6749712, 14.5208584)",59.6749712,14.5208584
jqadiaries-v49-1825-08-17,1825-08-17,Norfolk,"(52.666667, 1.0)",52.666667,1.0
jqadiaries-v49-1825-08-18,1825-08-18,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
jqadiaries-v49-1825-08-19,1825-08-19,Sparta,"(37.08114525, 22.42486178272022)",37.08114525,22.42486178272022
jqadiaries-v49-1825-08-19,1825-08-19,Alabama,"(33.2588817, -86.8295337)",33.2588817,-86.8295337
jqadiaries-v49-1825-08-20,1825-08-20,Vaughan,"(43.7941544, -79.5268023)",43.7941544,-79.5268023
jqadiaries-v49-1825-08-20,1825-08-20,Great-Britain,"(54.31536155, -1.9180234948012402)",54.31536155,-1.9180234948012402
jqadiaries-v49-1825-08-20,1825-08-20,Vaughan,"(43.7941544, -79.5268023)",43.7941544,-79.5268023
jqadiaries-v49-1825-08-20,1825-08-20,Annapolis,"(38.9786401, -76.492786)",38.9786401,-76.492786
jqadiaries-v49-1825-08-20,1825-08-20,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v49-1825-08-22,1825-08-22,Mississippi,"(32.9715285, -89.7348497)",32.9715285,-89.7348497
jqadiaries-v49-1825-08-22,1825-08-22,Chesapeake Bay,"(38.228414900000004, -76.2631734771632)",38.228414900000004,-76.2631734771632
jqadiaries-v49-1825-08-22,1825-08-22,Penobscot Bay,"(44.1873019, -68.921144)",44.1873019,-68.921144
jqadiaries-v49-1825-08-22,1825-08-22,the State of Maine,"(46.2113036, -69.1706306)",46.2113036,-69.1706306
jqadiaries-v49-1825-08-22,1825-08-22,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v49-1825-08-23,1825-08-23,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v49-1825-08-23,1825-08-23,Louisiana,"(30.8703881, -92.007126)",30.8703881,-92.007126
jqadiaries-v49-1825-08-23,1825-08-23,Lebanon,"(33.8750629, 35.843409)",33.8750629,35.843409
jqadiaries-v49-1825-08-23,1825-08-23,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v49-1825-08-23,1825-08-23,Somerville,"(42.3875968, -71.0994968)",42.3875968,-71.0994968
jqadiaries-v49-1825-08-23,1825-08-23,Sweden,"(59.6749712, 14.5208584)",59.6749712,14.5208584
jqadiaries-v49-1825-08-23,1825-08-23,Greece,"(38.9953683, 21.9877132)",38.9953683,21.9877132
jqadiaries-v49-1825-08-23,1825-08-23,Kentucky,"(37.5726028, -85.1551411)",37.5726028,-85.1551411
jqadiaries-v49-1825-08-24,1825-08-24,Georgetown,"(6.8137426, -58.1624465)",6.8137426,-58.1624465
jqadiaries-v49-1825-08-24,1825-08-24,Charleston,"(32.7876012, -79.9402728)",32.7876012,-79.9402728
jqadiaries-v49-1825-08-24,1825-08-24,S.C.,"(33.6874388, -80.4363743)",33.6874388,-80.4363743
jqadiaries-v49-1825-08-25,1825-08-25,the Western District,"(16.796957, 96.13826836099824)",16.796957,96.13826836099824
jqadiaries-v49-1825-08-25,1825-08-25,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v49-1825-08-25,1825-08-25,Netherlands,"(52.5001698, 5.7480821)",52.5001698,5.7480821
jqadiaries-v49-1825-08-25,1825-08-25,District,"(11.1916713, 124.7826773)",11.1916713,124.7826773
jqadiaries-v49-1825-08-25,1825-08-25,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v49-1825-08-25,1825-08-25,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v49-1825-08-25,1825-08-25,the District of Maine,"(43.6556913, -70.2609027)",43.6556913,-70.2609027
jqadiaries-v49-1825-08-25,1825-08-25,London,"(51.5073219, -0.1276474)",51.5073219,-0.1276474
jqadiaries-v49-1825-08-25,1825-08-25,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v49-1825-08-25,1825-08-25,Loudoun,"(52.44573805, 0.7546295810335297)",52.44573805,0.7546295810335297
jqadiaries-v49-1825-08-26,1825-08-26,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v49-1825-08-26,1825-08-26,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v49-1825-08-26,1825-08-26,Albany N.Y.,"(44.6259721, -91.6902958)",44.6259721,-91.6902958
jqadiaries-v49-1825-08-26,1825-08-26,Alexandria,"(38.8051095, -77.0470229)",38.8051095,-77.0470229
jqadiaries-v49-1825-08-26,1825-08-26,Tennessee,"(35.7730076, -86.2820081)",35.7730076,-86.2820081
jqadiaries-v49-1825-08-26,1825-08-26,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v49-1825-08-26,1825-08-26,U.S. 3,"(44.47936565, 8.898032087079581)",44.47936565,8.898032087079581
jqadiaries-v49-1825-08-26,1825-08-26,Netherlands,"(52.5001698, 5.7480821)",52.5001698,5.7480821
jqadiaries-v49-1825-08-26,1825-08-26,U.S.,"(22.3129176, 114.0429944)",22.3129176,114.0429944
jqadiaries-v49-1825-08-26,1825-08-26,Creek,"(10.2735633, -84.0739102)",10.2735633,-84.0739102
jqadiaries-v49-1825-08-26,1825-08-26,U.S.,"(22.3129176, 114.0429944)",22.3129176,114.0429944
jqadiaries-v49-1825-08-26,1825-08-26,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v49-1825-08-26,1825-08-26,Custis,"(37.609052, -76.870282)",37.609052,-76.870282
jqadiaries-v49-1825-08-26,1825-08-26,Warrenton,"(38.7135498, -77.795367)",38.7135498,-77.795367
jqadiaries-v49-1825-08-27,1825-08-27,Morris,"(33.0738633, -94.7392197)",33.0738633,-94.7392197
jqadiaries-v49-1825-08-27,1825-08-27,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v49-1825-08-27,1825-08-27,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
jqadiaries-v49-1825-08-27,1825-08-27,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v49-1825-08-27,1825-08-27,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v49-1825-08-27,1825-08-27,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v49-1825-08-27,1825-08-27,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v49-1825-08-27,1825-08-27,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v49-1825-08-27,1825-08-27,Biddle,"(34.7195367, -92.2593161)",34.7195367,-92.2593161
jqadiaries-v49-1825-08-27,1825-08-27,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v49-1825-08-27,1825-08-27,U.S.,"(22.3129176, 114.0429944)",22.3129176,114.0429944
jqadiaries-v49-1825-08-27,1825-08-27,the Northern District,"(16.94717585, 96.11330993765567)",16.94717585,96.11330993765567
jqadiaries-v49-1825-08-27,1825-08-27,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v49-1825-08-28,1825-08-28,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v49-1825-08-28,1825-08-28,Somerville,"(42.3875968, -71.0994968)",42.3875968,-71.0994968
jqadiaries-v49-1825-08-28,1825-08-28,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v49-1825-08-29,1825-08-29,Northern,"(-16.403889749999998, 179.04897)",-16.403889749999998,179.04897
jqadiaries-v49-1825-08-29,1825-08-29,Southern Ocean,"(-59.9999999, 89.9999999)",-59.9999999,89.9999999
jqadiaries-v49-1825-08-29,1825-08-29,U.S.,"(22.3129176, 114.0429944)",22.3129176,114.0429944
jqadiaries-v49-1825-08-29,1825-08-29,the Northern District,"(16.94717585, 96.11330993765567)",16.94717585,96.11330993765567
jqadiaries-v49-1825-08-29,1825-08-29,New-York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
jqadiaries-v49-1825-08-29,1825-08-29,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v49-1825-08-29,1825-08-29,the Creek Indian Lands,"(41.6897854, -70.1637653953695)",41.6897854,-70.1637653953695
jqadiaries-v49-1825-08-29,1825-08-29,New-Orleans,"(29.9499323, -90.0701156)",29.9499323,-90.0701156
jqadiaries-v49-1825-08-29,1825-08-29,Woodlawn,"(38.3300497, -89.0325693)",38.3300497,-89.0325693
jqadiaries-v49-1825-08-29,1825-08-29,Mount-Vernon,"(38.3172715, -88.9031201)",38.3172715,-88.9031201
jqadiaries-v49-1825-08-30,1825-08-30,France,"(46.603354, 1.8883335)",46.603354,1.8883335
jqadiaries-v49-1825-08-30,1825-08-30,Wilmington Delaware,"(39.7459468, -75.546589)",39.7459468,-75.546589
jqadiaries-v49-1825-08-30,1825-08-30,the City on,"(50.000678, -86.000977)",50.000678,-86.000977
jqadiaries-v49-1825-08-30,1825-08-30,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v49-1825-08-30,1825-08-30,the Surveyor of Georgia,"(33.7152663, -84.6522798)",33.7152663,-84.6522798
jqadiaries-v49-1825-08-30,1825-08-30,Georgia,"(32.3293809, -83.1137366)",32.3293809,-83.1137366
jqadiaries-v49-1825-08-30,1825-08-30,Virginia,"(37.1232245, -78.4927721)",37.1232245,-78.4927721
jqadiaries-v49-1825-08-30,1825-08-30,Alexandria,"(38.8051095, -77.0470229)",38.8051095,-77.0470229
jqadiaries-v49-1825-08-31,1825-08-31,U.S.,"(22.3129176, 114.0429944)",22.3129176,114.0429944
jqadiaries-v49-1825-08-31,1825-08-31,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
jqadiaries-v49-1825-08-31,1825-08-31,Mediterranean,"(35.255701349999995, 33.904011953206904)",35.255701349999995,33.904011953206904
jqadiaries-v49-1825-08-31,1825-08-31,Pacific,"(47.2640129, -122.2485492)",47.2640129,-122.2485492
jqadiaries-v49-1825-08-31,1825-08-31,Baltimore,"(39.2908816, -76.610759)",39.2908816,-76.610759
jqadiaries-v49-1825-08-31,1825-08-31,Philadelphia,"(39.9527237, -75.1635262)",39.9527237,-75.1635262
jqadiaries-v49-1825-08-31,1825-08-31,Gibraltar,"(36.140807, -5.3541295)",36.140807,-5.3541295
jqadiaries-v49-1825-08-31,1825-08-31,Woodlawn,"(38.3300497, -89.0325693)",38.3300497,-89.0325693
jqadiaries-v49-1825-08-31,1825-08-31,Cazenove,"(47.2185603, -1.5480392220104642)",47.2185603,-1.5480392220104642
